seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39126,fixed,ema,0.02,2.4029616568335594,1.7167777038367606,,,,False
39126,fixed,ema,0.05,1.4175983455367938,1.4640643239872297,,,,False
39126,fixed,ema,0.1,0.8639833649045549,1.2549091988457544,,,,False
39126,fixed,ema,0.2,0.5213656447867464,1.0361413971061006,,,,False
39126,fixed,ema,0.4,0.33947851057874745,0.8355019992730283,,,,False
39126,fixed,ema,0.7,0.28083631007793447,0.7403858297206841,,,,False
39126,fixed,window,2,0.31026977939033284,0.7795620213569564,,,,False
39126,fixed,window,4,0.4024437595211376,0.9112253334782613,,,,False
39126,fixed,window,8,0.5980800449888887,1.111095959224506,,,,False
39126,fixed,window,16,0.9912045433827127,1.3413237738239376,,,,False
39126,fixed,window,32,1.6295794881519947,1.547767639536792,,,,False
39126,fixed,window,64,2.6041783767740228,1.739539641617555,,,,False
39126,fixed,fixed_jump,0.0025:0.0025:0.01,,0.7902514003910861,0.0025,0.0025,0.01,False
39126,fixed,fixed_jump,0.0025:0.0025:0.04,,0.33517866953365444,0.0025,0.0025,0.04,False
39126,fixed,fixed_jump,0.0025:0.0025:0.16,,0.46663695661453986,0.0025,0.0025,0.16,False
39126,fixed,fixed_jump,0.0025:0.01:0.01,,0.5627624651559743,0.0025,0.01,0.01,False
39126,fixed,fixed_jump,0.0025:0.01:0.04,,0.2618302686961507,0.0025,0.01,0.04,False
39126,fixed,fixed_jump,0.0025:0.01:0.16,,0.44615621304522596,0.0025,0.01,0.16,False
39126,fixed,fixed_jump,0.0025:0.04:0.01,,0.37193768067889105,0.0025,0.04,0.01,False
39126,fixed,fixed_jump,0.0025:0.04:0.04,,0.2939693275566325,0.0025,0.04,0.04,False
39126,fixed,fixed_jump,0.0025:0.04:0.16,,0.5042145774567137,0.0025,0.04,0.16,False
39126,fixed,fixed_jump,0.01:0.0025:0.01,,0.659574994273458,0.01,0.0025,0.01,False
39126,fixed,fixed_jump,0.01:0.0025:0.04,,0.29445038165214776,0.01,0.0025,0.04,False
39126,fixed,fixed_jump,0.01:0.0025:0.16,,0.4413344384875743,0.01,0.0025,0.16,False
39126,fixed,fixed_jump,0.01:0.01:0.01,,0.48038175866988037,0.01,0.01,0.01,False
39126,fixed,fixed_jump,0.01:0.01:0.04,,0.2432190951565101,0.01,0.01,0.04,False
39126,fixed,fixed_jump,0.01:0.01:0.16,,0.4333767061904748,0.01,0.01,0.16,False
39126,fixed,fixed_jump,0.01:0.04:0.01,,0.3365898895877962,0.01,0.04,0.01,False
39126,fixed,fixed_jump,0.01:0.04:0.04,,0.28053540565178775,0.01,0.04,0.04,False
39126,fixed,fixed_jump,0.01:0.04:0.16,,0.4937140970298651,0.01,0.04,0.16,False
39126,fixed,fixed_jump,0.03:0.0025:0.01,,0.551202624894881,0.03,0.0025,0.01,False
39126,fixed,fixed_jump,0.03:0.0025:0.04,,0.26377179507053355,0.03,0.0025,0.04,False
39126,fixed,fixed_jump,0.03:0.0025:0.16,,0.43024885139367425,0.03,0.0025,0.16,False
39126,fixed,fixed_jump,0.03:0.01:0.01,,0.4127331526530833,0.03,0.01,0.01,False
39126,fixed,fixed_jump,0.03:0.01:0.04,,0.2348179638659128,0.03,0.01,0.04,True
39126,fixed,fixed_jump,0.03:0.01:0.16,,0.43432230089353113,0.03,0.01,0.16,False
39126,fixed,fixed_jump,0.03:0.04:0.01,,0.3113352562336867,0.03,0.04,0.01,False
39126,fixed,fixed_jump,0.03:0.04:0.04,,0.28053481386902784,0.03,0.04,0.04,False
39126,fixed,fixed_jump,0.03:0.04:0.16,,0.497003820747767,0.03,0.04,0.16,False
39126,fixed,fixed_jump,0.06:0.0025:0.01,,0.4913109373972,0.06,0.0025,0.01,False
39126,fixed,fixed_jump,0.06:0.0025:0.04,,0.2546145639322744,0.06,0.0025,0.04,False
39126,fixed,fixed_jump,0.06:0.0025:0.16,,0.4390987224069809,0.06,0.0025,0.16,False
39126,fixed,fixed_jump,0.06:0.01:0.01,,0.3777418935537565,0.06,0.01,0.01,False
39126,fixed,fixed_jump,0.06:0.01:0.04,,0.24091805332313831,0.06,0.01,0.04,False
39126,fixed,fixed_jump,0.06:0.01:0.16,,0.4501412411740195,0.06,0.01,0.16,False
39126,fixed,fixed_jump,0.06:0.04:0.01,,0.3052318590848547,0.06,0.04,0.01,False
39126,fixed,fixed_jump,0.06:0.04:0.04,,0.29402546658952744,0.06,0.04,0.04,False
39126,fixed,fixed_jump,0.06:0.04:0.16,,0.5142131908205124,0.06,0.04,0.16,False
39126,factorized,online_em,0.002:0.08:0.08,,0.1523270228545495,0.002,0.08,0.08,False
39126,factorized,online_em,0.002:0.08:0.2,,0.14674202761189234,0.002,0.08,0.2,False
39126,factorized,online_em,0.002:0.08:0.5,,0.16307670326968515,0.002,0.08,0.5,False
39126,factorized,online_em,0.002:0.2:0.08,,0.1281733145522077,0.002,0.2,0.08,False
39126,factorized,online_em,0.002:0.2:0.2,,0.10525623685590073,0.002,0.2,0.2,False
39126,factorized,online_em,0.002:0.2:0.5,,0.1186386166053699,0.002,0.2,0.5,False
39126,factorized,online_em,0.002:0.5:0.08,,0.11717647663466983,0.002,0.5,0.08,False
39126,factorized,online_em,0.002:0.5:0.2,,0.08238389611925089,0.002,0.5,0.2,True
39126,factorized,online_em,0.002:0.5:0.5,,0.09807320860805623,0.002,0.5,0.5,False
39126,factorized,online_em,0.01:0.08:0.08,,0.15436572205271468,0.01,0.08,0.08,False
39126,factorized,online_em,0.01:0.08:0.2,,0.147881813991994,0.01,0.08,0.2,False
39126,factorized,online_em,0.01:0.08:0.5,,0.16460574375206602,0.01,0.08,0.5,False
39126,factorized,online_em,0.01:0.2:0.08,,0.12972419949819358,0.01,0.2,0.08,False
39126,factorized,online_em,0.01:0.2:0.2,,0.10699482447901996,0.01,0.2,0.2,False
39126,factorized,online_em,0.01:0.2:0.5,,0.1167609453748845,0.01,0.2,0.5,False
39126,factorized,online_em,0.01:0.5:0.08,,0.11917281574702775,0.01,0.5,0.08,False
39126,factorized,online_em,0.01:0.5:0.2,,0.08262940273410234,0.01,0.5,0.2,False
39126,factorized,online_em,0.01:0.5:0.5,,0.09801325115560929,0.01,0.5,0.5,False
39126,factorized,online_em,0.05:0.08:0.08,,0.15466452666931405,0.05,0.08,0.08,False
39126,factorized,online_em,0.05:0.08:0.2,,0.14550626589404508,0.05,0.08,0.2,False
39126,factorized,online_em,0.05:0.08:0.5,,0.16204677493405126,0.05,0.08,0.5,False
39126,factorized,online_em,0.05:0.2:0.08,,0.1342564439836351,0.05,0.2,0.08,False
39126,factorized,online_em,0.05:0.2:0.2,,0.1078585272552088,0.05,0.2,0.2,False
39126,factorized,online_em,0.05:0.2:0.5,,0.11884158308887405,0.05,0.2,0.5,False
39126,factorized,online_em,0.05:0.5:0.08,,0.12790409702444674,0.05,0.5,0.08,False
39126,factorized,online_em,0.05:0.5:0.2,,0.08993244648098109,0.05,0.5,0.2,False
39126,factorized,online_em,0.05:0.5:0.5,,0.10436202281344259,0.05,0.5,0.5,False
39126,seen_imm,seen_imm,0.00390625,,-0.0040190595179453075,,,,False
39126,seen_imm,seen_imm,0.0078125,,-0.008140601744462565,,,,False
39126,seen_imm,seen_imm,0.015625,,-0.010045047992537194,,,,True
39126,seen_imm,seen_imm,0.03125,,-0.007769536694487752,,,,False
39126,oracle_imm,oracle_imm,0.00390625,,0.0020881242260630713,,,,False
39126,oracle_imm,oracle_imm,0.0078125,,-0.00164128876092905,,,,False
39126,oracle_imm,oracle_imm,0.015625,,-0.0027860394460357215,,,,True
39126,oracle_imm,oracle_imm,0.03125,,0.0012008919523601516,,,,False
