generator_split,actuator_mode,alpha,transition_rank,input_rank,delay,noise_std,metric,mean,sd,n_seed,statistics_unit,expected_seed_count,n_seed_observed,n_seed_complete,n_seed_failed,n_seed_invalid,n_seed_unknown,n_seed_budget_invalid,n_seed_missing,n_rows,coverage_fraction
discovery,frozen,0.0,4,1,12,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,test_state_normalized_rmse,0.010268733890286326,0.006152564066660989,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,test_zero_input_normalized_rmse,0.0018134277654800629,0.00031168154533749447,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_state_normalized_rmse,0.010318691831331935,0.005035778417952077,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,train_zero_input_normalized_rmse,0.0014924435474986423,0.0003617250905255045,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,transition_energy_rank_99,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,transition_energy_rank_999,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_state_normalized_rmse,0.011389097896271266,0.0072350187754947805,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,1,12,0.6,validation_zero_input_normalized_rmse,0.001444291787852697,0.0001961799638941689,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,chi,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,chi_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,empirical_train_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_state_normalized_rmse,0.036677637175902694,0.023410217006210307,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,test_zero_input_normalized_rmse,0.006981116467856732,0.005564228966332469,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_state_normalized_rmse,0.03461001506107478,0.020768914607042006,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,train_zero_input_normalized_rmse,0.004918582657717142,0.0020211427953903387,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,transition_energy_rank_99,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,transition_energy_rank_999,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_state_normalized_rmse,0.03694619698285532,0.023399769048748686,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.0,4,4,12,0.3,validation_zero_input_normalized_rmse,0.0041617471396655625,0.0017077048020319565,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,chi,0.6865591363920823,0.2571815241112533,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,chi_energy,0.7434817280765036,0.33103046629112437,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,empirical_train_cross_energy,-1.4858452304834542e-06,7.527885150257409e-08,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_state_normalized_rmse,0.01819304341534516,0.010082905160894001,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,test_zero_input_normalized_rmse,0.013911746243440923,0.010937122422028392,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_absolute_observation_balanced_accuracy,0.96875,0.04419417382415922,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_state_normalized_rmse,0.019217009510173418,0.010668426803096863,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,train_zero_input_normalized_rmse,0.015230557276296287,0.012601976804286085,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,transition_energy_rank_99,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,transition_energy_rank_999,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_state_normalized_rmse,0.01838910584062019,0.00909166944209343,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,1,12,0.3,validation_zero_input_normalized_rmse,0.014041583793207326,0.011303004780608868,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,chi,0.011425824824181401,0.013227060618395027,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,chi_energy,0.00022719359510359907,0.00031519837826725,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,empirical_train_cross_energy,8.922869889322665e-06,1.5345963064493262e-05,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_state_normalized_rmse,0.08489005552113733,0.0010088250441752284,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,test_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_state_normalized_rmse,0.08046699311392944,0.007302545876178287,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,train_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,transition_energy_rank_99,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,transition_energy_rank_999,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_absolute_observation_balanced_accuracy,0.9375,0.08838834764831845,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_state_normalized_rmse,0.08205639481135488,0.008059693288186603,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,1,4,0,0.3,validation_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,chi,0.3898375597675102,0.3378975657151223,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,chi_energy,0.38606817348018985,0.5026793166477107,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,empirical_train_cross_energy,-8.836537049755319e-06,9.959620299850961e-06,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_state_normalized_rmse,0.019661649110616755,0.0010879662289336133,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,test_zero_input_normalized_rmse,0.0144234341733353,0.0017773788836736495,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_state_normalized_rmse,0.021255131626760265,0.0014764107035071042,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,train_zero_input_normalized_rmse,0.01431894833510777,0.0026846842391694426,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,transition_energy_rank_99,1.5,0.7071067811865476,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,transition_energy_rank_999,2.5,0.7071067811865476,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_state_normalized_rmse,0.02114142060232719,0.0028120446199491403,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,1,12,0.6,validation_zero_input_normalized_rmse,0.014483170045185022,0.0025283410503949178,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,chi,0.2870751236148848,0.2934584761762757,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,chi_energy,0.2482910746104143,0.3406464320693546,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,empirical_train_cross_energy,0.00015777435803339306,0.00016344919274838537,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_state_normalized_rmse,0.051135721117145025,0.014918292521394792,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,test_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_state_normalized_rmse,0.04705549369942946,0.014749616752592782,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,train_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,transition_energy_rank_99,2.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,transition_energy_rank_999,2.5,0.7071067811865476,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_absolute_observation_balanced_accuracy,0.9375,0.08838834764831845,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_state_normalized_rmse,0.049523394047967184,0.01386787101949148,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,0.5,4,4,0,0.6,validation_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,chi,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,chi_energy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,demand_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,empirical_train_cross_energy,0.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,target_test_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,target_train_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,target_validation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_state_normalized_rmse,0.022069105706740852,0.023029450417925607,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,test_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_absolute_observation_balanced_accuracy,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_state_normalized_rmse,0.01758818529404712,0.016300296528906372,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,train_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,transition_energy_rank_99,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,transition_energy_rank_999,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_absolute_observation_balanced_accuracy,0.9375,0.08838834764831845,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_balanced_accuracy,0.5,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_state_normalized_rmse,0.019935859440455842,0.021377206885022877,2,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,0,0.6,validation_zero_input_normalized_rmse,,,0,seed,2,2,2,0,0,0,0,0,2,1.0
discovery,frozen,1.0,1,4,12,0.3,chi,1.0,0.0,2,seed,2,2,2,0,0,0,0,0,2,1.0
